system,spacing_px,photons_per_emitter,repeat,truth_nm,estimate_nm
dual_single_helix,48,200.0,0,500.0,400.0
single_double_helix,48,200.0,0,500.0,400.0
dual_single_helix,48,200.0,1,500.0,400.0
single_double_helix,48,200.0,1,500.0,400.0
dual_single_helix,48,200.0,1,600.0,400.0
single_double_helix,48,200.0,1,600.0,400.0
dual_single_helix,48,200.0,1,500.0,400.0
single_double_helix,48,200.0,1,500.0,400.0
dual_single_helix,48,200.0,1,600.0,400.0
single_double_helix,48,200.0,1,600.0,400.0
dual_single_helix,48,200.0,1,500.0,400.0
single_double_helix,48,200.0,1,500.0,400.0
dual_single_helix,48,200.0,1,600.0,400.0
single_double_helix,48,200.0,1,600.0,400.0
dual_single_helix,48,200.0,1,500.0,400.0
single_double_helix,48,200.0,1,500.0,400.0
dual_single_helix,48,200.0,1,600.0,400.0
single_double_helix,48,200.0,1,600.0,400.0
dual_single_helix,48,200.0,1,500.0,400.0
single_double_helix,48,200.0,1,500.0,400.0
dual_single_helix,48,200.0,2,500.0,400.0
single_double_helix,48,200.0,2,500.0,400.0
dual_single_helix,48,200.0,2,600.0,400.0
single_double_helix,48,200.0,2,600.0,400.0
dual_single_helix,48,200.0,2,500.0,400.0
single_double_helix,48,200.0,2,500.0,400.0
dual_single_helix,48,200.0,2,600.0,400.0
single_double_helix,48,200.0,2,600.0,400.0
dual_single_helix,48,200.0,2,500.0,400.0
single_double_helix,48,200.0,2,500.0,400.0
dual_single_helix,48,200.0,2,600.0,400.0
single_double_helix,48,200.0,2,600.0,400.0
dual_single_helix,48,200.0,2,500.0,400.0
single_double_helix,48,200.0,2,500.0,400.0
dual_single_helix,48,200.0,2,600.0,400.0
single_double_helix,48,200.0,2,600.0,400.0
dual_single_helix,48,200.0,2,500.0,400.0
single_double_helix,48,200.0,2,500.0,400.0
dual_single_helix,48,200.0,3,500.0,400.0
single_double_helix,48,200.0,3,500.0,400.0
dual_single_helix,48,200.0,3,600.0,400.0
single_double_helix,48,200.0,3,600.0,400.0
dual_single_helix,48,200.0,3,500.0,400.0
single_double_helix,48,200.0,3,500.0,400.0
dual_single_helix,48,200.0,3,600.0,400.0
single_double_helix,48,200.0,3,600.0,400.0
dual_single_helix,48,200.0,3,500.0,400.0
single_double_helix,48,200.0,3,500.0,400.0
dual_single_helix,48,200.0,3,600.0,400.0
single_double_helix,48,200.0,3,600.0,400.0
dual_single_helix,48,200.0,3,500.0,400.0
single_double_helix,48,200.0,3,500.0,400.0
dual_single_helix,48,200.0,3,600.0,400.0
single_double_helix,48,200.0,3,600.0,400.0
dual_single_helix,48,200.0,3,500.0,400.0
single_double_helix,48,200.0,3,500.0,400.0
dual_single_helix,48,200.0,4,500.0,400.0
single_double_helix,48,200.0,4,500.0,400.0
dual_single_helix,48,200.0,4,600.0,400.0
single_double_helix,48,200.0,4,600.0,400.0
dual_single_helix,48,200.0,4,500.0,400.0
single_double_helix,48,200.0,4,500.0,400.0
dual_single_helix,48,200.0,4,600.0,400.0
single_double_helix,48,200.0,4,600.0,400.0
dual_single_helix,48,200.0,4,500.0,400.0
single_double_helix,48,200.0,4,500.0,400.0
dual_single_helix,48,200.0,4,600.0,400.0
single_double_helix,48,200.0,4,600.0,400.0
dual_single_helix,48,200.0,4,500.0,400.0
single_double_helix,48,200.0,4,500.0,400.0
dual_single_helix,48,200.0,4,600.0,400.0
single_double_helix,48,200.0,4,600.0,400.0
